cluster_id	referent	in_clust
3907	ET948_RS08410	TW84_RS08765
3907	ET948_RS08410	CEQ48_RS08700
3908	ET948_RS08800	ET948_RS08800
3908	ET948_RS08800	TW84_RS08725
3908	ET948_RS08800	CEQ48_RS13680
3909	GPX87_RS08270	GPX87_RS08270
3909	GPX87_RS08270	CEQ48_RS14940
3910	GPX87_RS08500	GPX87_RS08500
3911	GPX92_RS02325	GPX92_RS02325
3912	GPX94_RS17230	GPX94_RS17230
3913	EXA14_RS12155	EXA14_RS12155
3913	EXA14_RS12155	AACT71_RS00065
3914	EXA14_RS17590	EXA14_RS17590
3915	EXA15_RS16045	EXA15_RS16045
3916	EXA17_RS09930	EXA17_RS09930
3916	EXA17_RS09930	EXA18_RS10400
3917	EXA17_RS15610	EXA17_RS15610
3918	EXA18_RS16045	EXA18_RS16045
3919	EXA18_RS06305	EXA18_RS06305
3920	EXA19_RS12440	EXA19_RS12440
3921	EXA19_RS12605	EXA19_RS12605
3922	EXA19_RS12765	EXA19_RS12765
3923	EXA20_RS16770	EXA20_RS16770
3923	EXA20_RS16770	EXA20_RS17940
3924	TW84_RS11330	TW84_RS11330
3925	TW84_RS11520	TW84_RS11520
3925	TW84_RS11520	CEQ48_RS12355
3926	TW84_RS15225	TW84_RS15225
3927	TW84_RS15445	TW84_RS15445
3927	TW84_RS15445	CEQ48_RS14820
3928	CEQ48_RS01015	CEQ48_RS01015
3929	CEQ48_RS01510	CEQ48_RS01510
3930	CEQ48_RS02535	CEQ48_RS02535
3930	CEQ48_RS02535	TW84_RS06940
3931	CEQ48_RS03345	CEQ48_RS03345
3931	CEQ48_RS03345	TW84_RS15265
3932	CEQ48_RS04380	CEQ48_RS04380
3933	CEQ48_RS04620	CEQ48_RS04620
3934	DLR58_RS19230	DLR58_RS19230
3935	DLR58_RS05855	DLR58_RS05855
3936	DLR58_RS06325	DLR58_RS06325
3936	DLR58_RS06325	TW84_RS02470
3937	DLR58_RS09240	DLR58_RS09240
3937	DLR58_RS09240	TW84_RS02270
3937	DLR58_RS09240	ET948_RS16670
3938	DLR58_RS11670	DLR58_RS11670
3938	DLR58_RS11670	ET948_RS04315
3938	DLR58_RS11670	TW84_RS01825
3939	DLR58_RS12495	DLR58_RS12495
3939	DLR58_RS12495	ET948_RS10490
3939	DLR58_RS12495	TW84_RS00565
3940	DLR58_RS13685	DLR58_RS13685
3941	DLR58_RS02295	DLR58_RS02295
3942	DLR58_RS15020	DLR58_RS15020
3943	DLR58_RS17115	DLR58_RS17115
3944	DLR62_RS03440	DLR62_RS03440
3944	DLR62_RS03440	GPX92_RS08340
3945	DLR62_RS15220	DLR62_RS15220
3946	DLR62_RS18960	DLR62_RS18960
3947	DLR59_RS06535	DLR59_RS06535
3947	DLR59_RS06535	AACX92_RS15280
3948	DLR61_RS18035	DLR61_RS18035
3949	DLR63_RS14780	DLR63_RS14780
3950	DLR65_RS01960	DLR65_RS01960
3951	DLR65_RS18765	DLR65_RS18765
3952	DLR65_RS02990	DLR65_RS02990
3952	DLR65_RS02990	AACX92_RS13780
3953	DLR64_RS08675	DLR64_RS08675
3953	DLR64_RS08675	EXA18_RS07695
3953	DLR64_RS08675	DLR62_RS03425
3953	DLR64_RS08675	GPX92_RS08355
3954	AACT71_RS03360	AACT71_RS03360
3955	AACT71_RS11875	AACT71_RS11875
3956	AACT71_RS17005	AACT71_RS17005
3957	AACU00_RS15450	AACU00_RS15450
3958	AACT69_RS15880	AACT69_RS15880
3959	AACU23_RS02070	AACU23_RS02070
3959	AACU23_RS02070	DLR62_RS02840
3960	AACU23_RS18185	AACU23_RS18185
3961	CEQ48_RS05655	CEQ48_RS05655
3961	CEQ48_RS05655	ET948_RS05285
3961	CEQ48_RS05655	TW84_RS11755
3962	CEQ48_RS05855	CEQ48_RS05855
3962	CEQ48_RS05855	ET948_RS05495
3963	CEQ48_RS09350	CEQ48_RS09350
3963	CEQ48_RS09350	TW84_RS08620
3964	CEQ48_RS09555	CEQ48_RS09555
3964	CEQ48_RS09555	TW84_RS04995
3964	CEQ48_RS09555	ET948_RS12430
3965	CEQ48_RS09760	CEQ48_RS09760
3965	CEQ48_RS09760	ET948_RS12140
3965	CEQ48_RS09760	TW84_RS16600
3966	DLR58_RS07770	DLR58_RS07770
3966	DLR58_RS07770	TW84_RS21250
3967	DLR58_RS09870	DLR58_RS09870
3967	DLR58_RS09870	TW84_RS14575
3968	DLR58_RS01130	DLR58_RS01130
3968	DLR58_RS01130	TW84_RS07335
3968	DLR58_RS01130	ET948_RS08720
3969	DLR58_RS01315	DLR58_RS01315
3969	DLR58_RS01315	ET948_RS06230
3969	DLR58_RS01315	TW84_RS09455
3970	DLR58_RS15610	DLR58_RS15610
3971	DLR62_RS06305	DLR62_RS06305
3971	DLR62_RS06305	DLR65_RS18830
3971	DLR62_RS06305	JYA58_RS11080
3972	DLR62_RS10485	DLR62_RS10485
3973	DLR62_RS19390	DLR62_RS19390
3974	DLR61_RS13745	DLR61_RS13745
3975	DLR61_RS18430	DLR61_RS18430
3976	DLR65_RS10670	DLR65_RS10670
3977	DLR65_RS01030	DLR65_RS01030
3978	DLR65_RS17445	DLR65_RS17445
3979	DLR65_RS19725	DLR65_RS19725
3980	AACU04_RS01960	AACU04_RS01960
3981	AACU04_RS13210	AACU04_RS13210
3982	AACU04_RS16910	AACU04_RS16910
3983	AACU04_RS17700	AACU04_RS17700
3984	AACT71_RS03925	AACT71_RS03925
3985	AACT71_RS16275	AACT71_RS16275
3986	AACU00_RS06110	AACU00_RS06110
3987	AACU00_RS18250	AACU00_RS18250
3988	AACT69_RS16180	AACT69_RS16180
3989	AACT74_RS09020	AACT74_RS09020
3990	AACU23_RS05565	AACU23_RS05565
3991	AACV94_RS03295	AACV94_RS03295
3992	AACX92_RS20065	AACX92_RS20065
3993	TW84_RS02205	TW84_RS02205
3994	TW84_RS02375	TW84_RS02375
3994	TW84_RS02375	DLR58_RS17890
3995	TW84_RS07110	TW84_RS07110
3996	TW84_RS07295	TW84_RS07295
3996	TW84_RS07295	GPX87_RS01675
3996	TW84_RS07295	CEQ48_RS13755
3997	TW84_RS07460	TW84_RS07460
3998	TW84_RS11340	TW84_RS11340
3999	TW84_RS15235	TW84_RS15235
4000	ET948_RS05120	ET948_RS05120
4000	ET948_RS05120	TW84_RS16140
4000	ET948_RS05120	DLR58_RS06780
4001	ET948_RS08170	ET948_RS08170
4001	ET948_RS08170	CEQ48_RS08460
4002	ET948_RS08340	ET948_RS08340
4002	ET948_RS08340	TW84_RS08835
4002	ET948_RS08340	CEQ48_RS08630
4003	ET948_RS08725	ET948_RS08725
4003	ET948_RS08725	CEQ48_RS13790
4003	ET948_RS08725	TW84_RS07330
4004	ET948_RS17155	ET948_RS17155
4005	GPX87_RS08435	GPX87_RS08435
4006	GPX92_RS02155	GPX92_RS02155
4007	EXA14_RS19435	EXA14_RS19435
4008	EXA14_RS17460	EXA14_RS17460
4009	EXA15_RS15755	EXA15_RS15755
4010	EXA16_RS13270	EXA16_RS13270
4010	EXA16_RS13270	DLR58_RS17735
4011	EXA17_RS15540	EXA17_RS15540
4012	EXA17_RS17955	EXA17_RS17955
4013	EXA19_RS12360	EXA19_RS12360
4014	EXA19_RS12545	EXA19_RS12545
4015	EXA19_RS12705	EXA19_RS12705
4016	EXA20_RS14935	EXA20_RS14935
4017	EXA22_RS18630	EXA22_RS18630
4018	EXA18_RS17140	EXA18_RS17140
4019	EXA21_RS12775	EXA21_RS12775
4019	EXA21_RS12775	DLR65_RS10715
4020	EXA22_RS18745	EXA22_RS18745
4021	EXA23_RS15780	EXA23_RS15780
4022	MJ623_RS14390	MJ623_RS14390
4023	MJ623_RS18805	MJ623_RS18805
4024	ET948_RS06285	ET948_RS06285
4024	ET948_RS06285	CEQ48_RS06720
4024	ET948_RS06285	TW84_RS09400
4025	ET948_RS06450	ET948_RS06450
4025	ET948_RS06450	CEQ48_RS06910
4026	ET948_RS12395	ET948_RS12395
4027	ET948_RS17580	ET948_RS17580
4028	GPX92_RS13585	GPX92_RS13585
4029	GPX92_RS13745	GPX92_RS13745
4030	GPX94_RS14755	GPX94_RS14755
4031	EXA14_RS20065	EXA14_RS20065
4032	EXA18_RS09360	EXA18_RS09360
4032	EXA18_RS09360	TW84_RS15800
4033	EXA19_RS16970	EXA19_RS16970
4034	EXA20_RS07420	EXA20_RS07420
4035	EXA22_RS15725	EXA22_RS15725
4036	ET948_RS02540	ET948_RS02540
4036	ET948_RS02540	TW84_RS06245
4036	ET948_RS02540	CEQ48_RS16795
4037	ET948_RS09365	ET948_RS09365
4038	ET948_RS10940	ET948_RS10940
4038	ET948_RS10940	TW84_RS02545
4038	ET948_RS10940	CEQ48_RS01440
4039	ET948_RS11120	ET948_RS11120
4039	ET948_RS11120	DLR58_RS08395
4039	ET948_RS11120	TW84_RS16760
4040	ET948_RS11295	ET948_RS11295
4040	ET948_RS11295	TW84_RS03895
4040	ET948_RS11295	DLR58_RS09585
4041	ET948_RS14875	ET948_RS14875
4042	GPX87_RS09785	GPX87_RS09785
4043	EXA14_RS03190	EXA14_RS03190
4044	EXA14_RS03350	EXA14_RS03350
4045	EXA16_RS07805	EXA16_RS07805
4045	EXA16_RS07805	DLR59_RS07510
4046	EXA17_RS18080	EXA17_RS18080
4047	EXA21_RS16405	EXA21_RS16405
4048	EXA22_RS17025	EXA22_RS17025
4049	EXA23_RS16885	EXA23_RS16885
4050	ET948_RS00585	ET948_RS00585
4051	ET948_RS00965	ET948_RS00965
4051	ET948_RS00965	TW84_RS15535
4051	ET948_RS00965	CEQ48_RS07435
4052	ET948_RS05650	ET948_RS05650
4052	ET948_RS05650	CEQ48_RS06045
4052	ET948_RS05650	TW84_RS05800
4053	EXA19_RS12550	EXA19_RS12550
4054	EXA19_RS12710	EXA19_RS12710
4055	EXA20_RS14940	EXA20_RS14940
4056	EXA17_RS16750	EXA17_RS16750
4057	EXA18_RS17145	EXA18_RS17145
4058	EXA21_RS12790	EXA21_RS12790
4058	EXA21_RS12790	AACU23_RS14135
4059	EXA22_RS18750	EXA22_RS18750
4060	EXA23_RS15785	EXA23_RS15785
4061	MJ623_RS14395	MJ623_RS14395
4062	MJ623_RS18810	MJ623_RS18810
4063	ET948_RS03160	ET948_RS03160
4063	ET948_RS03160	TW84_RS22510
4063	ET948_RS03160	CEQ48_RS17530
4064	ET948_RS06290	ET948_RS06290
4064	ET948_RS06290	TW84_RS09395
4064	ET948_RS06290	CEQ48_RS06725
4065	ET948_RS12400	ET948_RS12400
4066	ET948_RS17585	ET948_RS17585
4067	GPX92_RS13590	GPX92_RS13590
4068	GPX92_RS13750	GPX92_RS13750
4069	EXA14_RS18430	EXA14_RS18430
4070	EXA16_RS14630	EXA16_RS14630
4071	EXA17_RS10575	EXA17_RS10575
4072	EXA18_RS09365	EXA18_RS09365
4073	EXA19_RS16975	EXA19_RS16975
4074	EXA20_RS07440	EXA20_RS07440
4075	EXA22_RS15740	EXA22_RS15740
4076	ET948_RS09375	ET948_RS09375
4077	ET948_RS11300	ET948_RS11300
4077	ET948_RS11300	CEQ48_RS11145
4077	ET948_RS11300	TW84_RS14695
4078	GPX87_RS09790	GPX87_RS09790
4079	GPX87_RS14785	GPX87_RS14785
4079	GPX87_RS14785	DLR61_RS18780
4079	GPX87_RS14785	JYA58_RS23590
4079	GPX87_RS14785	TW84_RS02650
4079	GPX87_RS14785	GPX92_RS02530
4080	EXA14_RS03195	EXA14_RS03195
4081	EXA14_RS03355	EXA14_RS03355
4082	EXA14_RS16180	EXA14_RS16180
4082	EXA14_RS16180	CEQ48_RS18170
4082	EXA14_RS16180	ET948_RS01995
4082	EXA14_RS16180	AACS08_RS11020
4082	EXA14_RS16180	AACU04_RS17090
4083	EXA17_RS18090	EXA17_RS18090
4083	EXA17_RS18090	DLR58_RS18935
4084	EXA21_RS16480	EXA21_RS16480
4085	EXA22_RS11005	EXA22_RS11005
4085	EXA22_RS11005	DLR59_RS13980
4086	EXA23_RS11845	EXA23_RS11845
4087	ET948_RS00590	ET948_RS00590
4088	ET948_RS05655	ET948_RS05655
4088	ET948_RS05655	CEQ48_RS06050
4088	ET948_RS05655	TW84_RS05795
4089	ET948_RS11960	ET948_RS11960
4090	ET948_RS12150	ET948_RS12150
4091	ET948_RS12340	ET948_RS12340
4092	TW84_RS00260	TW84_RS00260
4093	TW84_RS00420	TW84_RS00420
4094	TW84_RS04505	TW84_RS04505
4094	TW84_RS04505	TW84_RS05140
4094	TW84_RS04505	JYA57_RS16265
4095	TW84_RS04700	TW84_RS04700
4096	TW84_RS06565	TW84_RS06565
4097	TW84_RS11045	TW84_RS11045
4097	TW84_RS11045	DLR62_RS18060
4097	TW84_RS11045	ET948_RS04845
4098	TW84_RS14455	TW84_RS14455
4098	TW84_RS14455	EXA23_RS07460
4098	TW84_RS14455	TW84_RS03155
4099	TW84_RS18295	TW84_RS18295
4100	TW84_RS18520	TW84_RS18520
4101	TW84_RS21915	TW84_RS21915
4102	TW84_RS22080	TW84_RS22080
4103	HRU48_RS17130	HRU48_RS17130
4103	HRU48_RS17130	DLR58_RS19455
4104	JYA62_RS24070	JYA62_RS24070
4105	OH455_RS22760	OH455_RS22760
4106	AACS08_RS18575	AACS08_RS18575
4107	AACX92_RS06475	AACX92_RS06475
4108	TW84_RS00630	TW84_RS00630
4109	TW84_RS00800	TW84_RS00800
4110	TW84_RS00985	TW84_RS00985
4111	TW84_RS25315	TW84_RS25315
4111	TW84_RS25315	ET948_RS01180
4112	TW84_RS09585	TW84_RS09585
4112	TW84_RS09585	CEQ48_RS17395
4112	TW84_RS09585	ET948_RS03010
4113	TW84_RS02475	TW84_RS02475
4114	TW84_RS07395	TW84_RS07395
4115	TW84_RS07585	TW84_RS07585
4116	TW84_RS11265	TW84_RS11265
4116	TW84_RS11265	GPX87_RS16315
4116	TW84_RS11265	DLR58_RS00345
4117	TW84_RS15155	TW84_RS15155
4117	TW84_RS15155	OH455_RS12350
4118	TW84_RS15390	TW84_RS15390
4119	CEQ48_RS20015	CEQ48_RS20015
4120	CEQ48_RS01420	CEQ48_RS01420
4120	CEQ48_RS01420	ET948_RS15850
4120	CEQ48_RS01420	TW84_RS14925
4121	CEQ48_RS02215	CEQ48_RS02215
4122	CEQ48_RS03235	CEQ48_RS03235
4123	CEQ48_RS04270	CEQ48_RS04270
4124	CEQ48_RS04775	CEQ48_RS04775
4124	CEQ48_RS04775	ET948_RS13250
4124	CEQ48_RS04775	TW84_RS17985
4125	DLR58_RS04135	DLR58_RS04135
4125	DLR58_RS04135	ET948_RS07865
4125	DLR58_RS04135	TW84_RS05980
4126	DLR58_RS07300	DLR58_RS07300
4127	DLR58_RS09025	DLR58_RS09025
4127	DLR58_RS09025	TW84_RS18020
4127	DLR58_RS09025	ET948_RS14480
4128	DLR58_RS10965	DLR58_RS10965
4129	DLR58_RS13465	DLR58_RS13465
4130	DLR58_RS14040	DLR58_RS14040
4130	DLR58_RS14040	MJ623_RS11005
4130	DLR58_RS14040	EXA16_RS12595
4130	DLR58_RS14040	CEQ48_RS16365
4130	DLR58_RS14040	EXA17_RS12125
4131	DLR58_RS02640	DLR58_RS02640
4131	DLR58_RS02640	JYA57_RS21395
4132	DLR58_RS15220	DLR58_RS15220
4132	DLR58_RS15220	TW84_RS19045
4133	DLR58_RS16565	DLR58_RS16565
4134	DLR58_RS18160	DLR58_RS18160
4134	DLR58_RS18160	TW84_RS16405
4135	DLR62_RS07460	DLR62_RS07460
4135	DLR62_RS07460	ET948_RS02245
4135	DLR62_RS07460	JYA57_RS06795
4136	DLR62_RS03565	DLR62_RS03565
4136	DLR62_RS03565	EXA19_RS12245
4137	DLR62_RS19150	DLR62_RS19150
4138	DLR59_RS13970	DLR59_RS13970
4139	DLR61_RS18985	DLR61_RS18985
4140	DLR65_RS12635	DLR65_RS12635
4141	DLR65_RS16125	DLR65_RS16125
4142	DLR65_RS02205	DLR65_RS02205
4143	DLR65_RS18930	DLR65_RS18930
4144	DLR65_RS19075	DLR65_RS19075
4145	AACU04_RS03560	AACU04_RS03560
4146	AACU04_RS18620	AACU04_RS18620
4147	AACT71_RS12080	AACT71_RS12080
4148	AACU00_RS11795	AACU00_RS11795
4148	AACU00_RS11795	EXA23_RS15420
4149	AACU00_RS17620	AACU00_RS17620
4150	AACT69_RS10375	AACT69_RS10375
4150	AACT69_RS10375	AACU23_RS07785
4151	AACT74_RS03930	AACT74_RS03930
4152	AACU23_RS16905	AACU23_RS16905
4153	CEQ48_RS05970	CEQ48_RS05970
4153	CEQ48_RS05970	ET948_RS05590
4153	CEQ48_RS05970	TW84_RS19800
4154	CEQ48_RS06755	CEQ48_RS06755
4154	CEQ48_RS06755	TW84_RS09365
4154	CEQ48_RS06755	ET948_RS06320
4155	CEQ48_RS09275	CEQ48_RS09275
4155	CEQ48_RS09275	TW84_RS11875
4156	CEQ48_RS09465	CEQ48_RS09465
4157	DLR58_RS12230	DLR58_RS12230
4158	DLR58_RS12605	DLR58_RS12605
4158	DLR58_RS12605	EXA22_RS04555
4158	DLR58_RS12605	EXA18_RS05055
4158	DLR58_RS12605	MJ623_RS09775
4159	DLR58_RS14395	DLR58_RS14395
4159	DLR58_RS14395	TW84_RS14590
4160	DLR58_RS17565	DLR58_RS17565
4161	DLR62_RS10395	DLR62_RS10395
4162	DLR62_RS15875	DLR62_RS15875
4163	DLR59_RS19105	DLR59_RS19105
4163	DLR59_RS19105	EXA14_RS14435
4164	DLR61_RS18375	DLR61_RS18375
4164	DLR61_RS18375	JYA57_RS02265
4165	DLR63_RS14850	DLR63_RS14850
4165	DLR63_RS14850	EXA16_RS16875
4166	DLR65_RS20245	DLR65_RS20245
4167	DLR65_RS17360	DLR65_RS17360
4168	DLR65_RS19400	DLR65_RS19400
4169	DLR60_RS15760	DLR60_RS15760
4169	DLR60_RS15760	TW84_RS02320
4169	DLR60_RS15760	ET948_RS02090
4169	DLR60_RS15760	DLR58_RS14075
4169	DLR60_RS15760	JYA57_RS06715
4170	AACU04_RS09530	AACU04_RS09530
4171	AACU04_RS15405	AACU04_RS15405
4172	AACU04_RS16855	AACU04_RS16855
4173	AACU04_RS17030	AACU04_RS17030
4174	AACU04_RS18985	AACU04_RS18985
4175	AACU00_RS00975	AACU00_RS00975
4176	CEQ48_RS14680	CEQ48_RS14680
4176	CEQ48_RS14680	ET948_RS00355
4176	CEQ48_RS14680	TW84_RS15305
4177	CEQ48_RS14955	CEQ48_RS14955
4177	CEQ48_RS14955	CEQ48_RS04305
4177	CEQ48_RS14955	TW84_RS12670
4178	CEQ48_RS18435	CEQ48_RS18435
4179	CEQ48_RS01960	CEQ48_RS01960
4179	CEQ48_RS01960	TW84_RS03045
4179	CEQ48_RS01960	GPX87_RS14405
4179	CEQ48_RS01960	CEQ48_RS18880
4179	CEQ48_RS01960	ET948_RS04020
4179	CEQ48_RS01960	TW84_RS01485
4180	CEQ48_RS03010	CEQ48_RS03010
4181	CEQ48_RS04110	CEQ48_RS04110
4182	DLR58_RS00415	DLR58_RS00415
4183	DLR58_RS04820	DLR58_RS04820
4184	DLR58_RS05260	DLR58_RS05260
4185	DLR58_RS06580	DLR58_RS06580
4186	ET948_RS00090	ET948_RS00090
4186	ET948_RS00090	TW84_RS05900
4186	ET948_RS00090	CEQ48_RS14460
4187	ET948_RS00250	ET948_RS00250
4188	ET948_RS00445	ET948_RS00445
4189	ET948_RS09935	ET948_RS09935
4189	ET948_RS09935	DLR58_RS11805
4189	ET948_RS09935	OH455_RS11690
4190	ET948_RS10165	ET948_RS10165
4190	ET948_RS10165	TW84_RS04635
4190	ET948_RS10165	CEQ48_RS11885
4191	ET948_RS11660	ET948_RS11660
4192	ET948_RS11840	ET948_RS11840
4193	ET948_RS15940	ET948_RS15940
4194	ET948_RS16140	ET948_RS16140
4195	GPX92_RS01680	GPX92_RS01680
4196	EXA14_RS20345	EXA14_RS20345
4196	EXA14_RS20345	JYA58_RS04210
4197	EXA16_RS10035	EXA16_RS10035
4198	EXA17_RS18170	EXA17_RS18170
4199	EXA17_RS16395	EXA17_RS16395
4200	EXA18_RS13555	EXA18_RS13555
4201	EXA21_RS14225	EXA21_RS14225
4202	EXA22_RS11430	EXA22_RS11430
4203	MJ623_RS14280	MJ623_RS14280
4204	MJ623_RS16075	MJ623_RS16075
4205	ET948_RS01255	ET948_RS01255
4206	ET948_RS08895	ET948_RS08895
4206	ET948_RS08895	TW84_RS16470
4206	ET948_RS08895	CEQ48_RS08790
4207	ET948_RS09225	ET948_RS09225
4207	ET948_RS09225	TW84_RS11410
4208	ET948_RS10450	ET948_RS10450
4209	ET948_RS10790	ET948_RS10790
4210	ET948_RS14370	ET948_RS14370
4211	GPX87_RS17160	GPX87_RS17160
4212	GPX92_RS08275	GPX92_RS08275
4212	GPX92_RS08275	DLR62_RS03510
4213	EXA14_RS11060	EXA14_RS11060
4214	EXA14_RS16510	EXA14_RS16510
4214	EXA14_RS16510	EXA23_RS14730
4215	EXA15_RS14580	EXA15_RS14580
4216	EXA16_RS09020	EXA16_RS09020
4217	EXA17_RS17520	EXA17_RS17520
4218	EXA18_RS06760	EXA18_RS06760
4218	EXA18_RS06760	JYA58_RS04055
4219	EXA20_RS17775	EXA20_RS17775
4220	EXA20_RS16405	EXA20_RS16405
4221	EXA22_RS14855	EXA22_RS14855
4222	EXA22_RS12355	EXA22_RS12355
4222	EXA22_RS12355	CEQ48_RS17780
4223	MJ623_RS13040	MJ623_RS13040
4224	MJ623_RS18575	MJ623_RS18575
4225	MJ623_RS19245	MJ623_RS19245
4226	ET948_RS17815	ET948_RS17815
4227	GPX87_RS01635	GPX87_RS01635
4227	GPX87_RS01635	TW84_RS08745
4227	GPX87_RS01635	DLR65_RS14130
4228	GPX87_RS14270	GPX87_RS14270
4229	EXA14_RS17995	EXA14_RS17995
4230	EXA14_RS17070	EXA14_RS17070
4231	EXA16_RS16910	EXA16_RS16910
4231	EXA16_RS16910	JYA58_RS23625
4231	EXA16_RS16910	ET948_RS15245
4231	EXA16_RS16910	DLR62_RS17245
4232	EXA18_RS06945	EXA18_RS06945
4233	EXA19_RS17205	EXA19_RS17205
4234	EXA21_RS18310	EXA21_RS18310
4234	EXA21_RS18310	EXA22_RS15845
4235	EXA22_RS17850	EXA22_RS17850
4236	ET948_RS06640	ET948_RS06640
4237	ET948_RS06820	ET948_RS06820
4237	ET948_RS06820	CEQ48_RS15615
4237	ET948_RS06820	TW84_RS09190
4238	ET948_RS13455	ET948_RS13455
4239	DLR65_RS17370	DLR65_RS17370
4240	DLR65_RS19410	DLR65_RS19410
4241	DLR60_RS16705	DLR60_RS16705
4242	AACU04_RS17040	AACU04_RS17040
4243	AACT71_RS16150	AACT71_RS16150
4244	AACU00_RS05635	AACU00_RS05635
4245	AACU00_RS13455	AACU00_RS13455
4246	AACT74_RS08855	AACT74_RS08855
4246	AACT74_RS08855	GPX87_RS08220
4247	AACU23_RS00685	AACU23_RS00685
4248	AACU23_RS11360	AACU23_RS11360
4249	AACU23_RS14195	AACU23_RS14195
4250	CEQ48_RS07455	CEQ48_RS07455
4250	CEQ48_RS07455	ET948_RS00940
4250	CEQ48_RS07455	DLR62_RS02310
4250	CEQ48_RS07455	TW84_RS13320
4251	CEQ48_RS07665	CEQ48_RS07665
4251	CEQ48_RS07665	ET948_RS07325
4251	CEQ48_RS07665	TW84_RS14225
4252	CEQ48_RS08145	CEQ48_RS08145
4252	CEQ48_RS08145	TW84_RS16320
4253	CEQ48_RS08915	CEQ48_RS08915
4253	CEQ48_RS08915	ET948_RS09010
4253	CEQ48_RS08915	TW84_RS09890
4254	CEQ48_RS09920	CEQ48_RS09920
4255	CEQ48_RS10175	CEQ48_RS10175
4256	CEQ48_RS20395	CEQ48_RS20395
4257	CEQ48_RS12475	CEQ48_RS12475
4258	CEQ48_RS13505	CEQ48_RS13505
4259	CEQ48_RS15430	CEQ48_RS15430
4259	CEQ48_RS15430	TW84_RS09065
4259	CEQ48_RS15430	ET948_RS06985
4260	CEQ48_RS17655	CEQ48_RS17655
4261	CEQ48_RS17880	CEQ48_RS17880
4262	CEQ48_RS10505	CEQ48_RS10505
4263	CEQ48_RS11840	CEQ48_RS11840
4263	CEQ48_RS11840	ET948_RS10210
4263	CEQ48_RS11840	TW84_RS04590
4264	CEQ48_RS12550	CEQ48_RS12550
4264	CEQ48_RS12550	TW84_RS12800
4264	CEQ48_RS12550	ET948_RS09905
4265	CEQ48_RS12855	CEQ48_RS12855
4265	CEQ48_RS12855	TW84_RS04375
4266	CEQ48_RS13625	CEQ48_RS13625
4266	CEQ48_RS13625	TW84_RS16515
4266	CEQ48_RS13625	ET948_RS08855
4267	CEQ48_RS13920	CEQ48_RS13920
4268	CEQ48_RS14705	CEQ48_RS14705
4268	CEQ48_RS14705	TW84_RS15370
4268	CEQ48_RS14705	MJ623_RS13095
4268	CEQ48_RS14705	AACU23_RS12620
4269	CEQ48_RS14960	CEQ48_RS14960
4270	CEQ48_RS18440	CEQ48_RS18440
4271	CEQ48_RS19365	CEQ48_RS19365
4271	CEQ48_RS19365	ET948_RS04685
4272	CEQ48_RS19710	CEQ48_RS19710
4273	CEQ48_RS01700	CEQ48_RS01700
4273	CEQ48_RS01700	ET948_RS16015
4274	CEQ48_RS02000	CEQ48_RS02000
4274	CEQ48_RS02000	TW84_RS10510
4275	CEQ48_RS02820	CEQ48_RS02820
4275	CEQ48_RS02820	TW84_RS18655
4275	CEQ48_RS02820	ET948_RS16770
4276	CEQ48_RS03015	CEQ48_RS03015
4277	CEQ48_RS03815	CEQ48_RS03815
4278	CEQ48_RS04115	CEQ48_RS04115
4278	CEQ48_RS04115	TW84_RS17310
4279	DLR58_RS00420	DLR58_RS00420
4280	DLR58_RS05265	DLR58_RS05265
4281	DLR58_RS06590	DLR58_RS06590
4282	ET948_RS00255	ET948_RS00255
4283	ET948_RS00450	ET948_RS00450
4284	ET948_RS09940	ET948_RS09940
4284	ET948_RS09940	DLR58_RS11815
4285	ET948_RS11505	ET948_RS11505
4285	ET948_RS11505	TW84_RS04725
4285	ET948_RS11505	CEQ48_RS10520
4286	ET948_RS11665	ET948_RS11665
4287	ET948_RS11845	ET948_RS11845
4287	ET948_RS11845	ET948_RS12610
4287	ET948_RS11845	TW84_RS18250
4287	ET948_RS11845	CEQ48_RS13830
4288	ET948_RS15945	ET948_RS15945
4289	ET948_RS16145	ET948_RS16145
4290	GPX92_RS01745	GPX92_RS01745
4291	EXA14_RS02790	EXA14_RS02790
4291	EXA14_RS02790	EXA18_RS06595
4292	EXA16_RS10105	EXA16_RS10105
4292	EXA16_RS10105	EXA21_RS08065
4293	EXA17_RS18215	EXA17_RS18215
4294	EXA17_RS16420	EXA17_RS16420
4295	EXA18_RS13560	EXA18_RS13560
4296	EXA23_RS15425	EXA23_RS15425
4296	EXA23_RS15425	CEQ48_RS17900
4297	TW84_RS02660	TW84_RS02660
4298	TW84_RS02855	TW84_RS02855
4299	TW84_RS06785	TW84_RS06785
4300	TW84_RS10205	TW84_RS10205
4300	TW84_RS10205	JYA58_RS05115
4301	TW84_RS10395	TW84_RS10395
4301	TW84_RS10395	CEQ48_RS13150
4302	TW84_RS10565	TW84_RS10565
4303	TW84_RS14800	TW84_RS14800
4304	TW84_RS15135	TW84_RS15135
4304	TW84_RS15135	AACS08_RS23530
4305	TW84_RS18840	TW84_RS18840
4306	TW84_RS19010	TW84_RS19010
4307	TW84_RS23610	TW84_RS23610
4308	HRU48_RS15695	HRU48_RS15695
4309	JYA58_RS17270	JYA58_RS17270
4310	JYA57_RS02890	JYA57_RS02890
4311	ABS858_RS02315	ABS858_RS02315
4312	AACS08_RS01420	AACS08_RS01420
4313	AACS08_RS17525	AACS08_RS17525
4314	AACV94_RS22340	AACV94_RS22340
